mean_abs_r,n_sig_pairs
0.09168843806432944,124
0.080310411774509,86
0.0893493291814906,109
0.09843307887443756,142
0.08761851026776057,108
0.09435918002964643,134
0.0843830276535265,101
0.09394291667518408,121
0.09109113927970906,114
0.09177876755744611,110
0.08653725905454755,106
0.08752945471731051,106
0.09459895964223487,119
0.09173549565860341,108
0.0939880213267578,114
0.08839110523374707,109
0.09538081366837879,116
0.09188991486045743,120
0.08920782580032711,114
0.08999961950136146,114
0.09149959999105632,117
0.08839790947991545,117
0.0896924401866989,114
0.09393265716615942,115
0.09157684937011339,130
0.09619046452429579,126
0.08521902082748316,115
0.08694907876941765,111
0.09375999306213663,120
0.09002889054597459,120
0.09372969009948737,121
0.08814633449601435,111
0.09123475224031484,114
0.09168009525839058,127
0.09696135072568488,135
0.0915047579222176,110
0.08837855131608122,110
0.09185323502037493,125
0.0913300803082186,123
0.0878587166717953,104
0.08663067481156402,101
0.0863735506574416,100
0.09085287781191467,119
0.08409497147771124,85
0.08673478742044922,114
0.09085737722513142,116
0.08852205534667958,111
0.08888019795182107,117
0.09031459153487319,116
0.09258333345371347,116
0.08806915915432414,105
0.08934339309938635,114
0.09061633032292832,103
0.08877781982728615,108
0.08708038094240413,107
0.09528664094281852,117
0.08997996681204608,108
0.08866666075070281,111
0.09570520518242852,126
0.09412088918155524,119
0.09034420585323646,118
0.0876114777482069,113
0.08742830475611285,103
0.09196552121326755,118
0.09009010678190243,115
0.09171135116998917,118
0.0932618277551462,126
0.08764250071533285,119
0.0924832588684973,129
0.09474021170664444,129
0.09116204345121122,124
0.08837168920497226,111
0.08774950903561488,115
0.08805497719712682,126
0.09041586368095067,109
0.08570296555662754,100
0.09249512309606556,131
0.09109632860039844,122
0.08878159007032851,95
0.09079007568037469,122
0.08882767066518815,109
0.0876861086568757,110
0.09328124969512287,121
0.08784552835665028,101
0.08914718778986254,109
0.08884850810083754,110
0.08987303308958502,115
0.09405490442068998,113
0.08706665223056394,109
0.08804273591618557,106
0.09659221349211938,142
0.09158489025457088,119
0.09603390902323725,108
0.09953686723083913,147
0.09109686087075972,107
0.08924707686491487,109
0.08869725452161754,109
0.08632758644453492,98
0.0900159149262933,121
0.09087530665642586,108
0.09164836545475781,127
0.0911642478096458,114
0.09223149144006777,123
0.08696020998096464,113
0.08805775941856459,103
0.09129131980995446,116
0.09933885049809853,139
0.09280627860359048,117
0.08939217033364588,105
0.0895551166738243,121
0.09320689825475406,117
0.08892094200696579,115
0.09567977602351564,112
0.08878769606458246,111
0.0927652987263565,124
0.0913715040965504,119
0.0940173215279011,111
0.09189128048775201,131
0.08527317161705764,96
0.09158702490559652,115
0.09309655985893094,120
0.08628140733294277,94
0.08865718911815301,112
0.08964432724467357,104
0.08510031380980825,102
0.09495371854175057,128
0.08843411302449067,117
0.0949579958525809,112
0.09135911763411488,114
0.09378593540735367,125
0.09150432666082176,108
0.09419422826736852,126
0.0916424077274935,109
0.09474632455338962,135
0.0931343359479743,119
0.0914233375886131,122
0.0882301619882087,116
0.0932576882021449,131
0.0862900324073741,104
0.09133579292407928,125
0.09041576250540394,105
0.0949855810299585,120
0.08554868900902057,103
0.08789188754914588,109
0.08914526742686318,132
0.0903295670358411,121
0.0905103960960268,102
0.09182604788949851,124
0.09377734321064718,118
0.09650171035654301,132
0.08981017211432846,117
0.08969418277956652,116
0.08707897971431544,93
0.08852779220799879,100
0.08970135155174025,114
0.0903102045887217,106
0.08674976531536588,93
0.08860322188872523,96
0.09136864554597735,110
0.09387131955406901,125
0.09095327375889604,109
0.09074365759850245,119
0.08956687566470661,114
0.09312147337765536,119
0.09460254875267766,128
0.0910036077641372,112
0.09380583151568112,126
0.08878691805796476,119
0.0869931307972784,112
0.09130342136850482,106
0.09188766700043138,117
0.08829020732576433,110
0.0876166757723534,106
0.0893127844652201,116
0.09907653531214909,147
0.09293858313876546,121
0.0907608092035609,111
0.09637197766195497,141
0.09230793986238928,112
0.09023479675816924,113
0.09016390779602705,121
0.09098890436675013,103
0.08640074498660028,102
0.09190804567043459,125
0.08819588996087424,110
0.09216396079642773,119
0.08869681064306986,100
0.09197674797320397,122
0.08798579890203138,110
0.08592953176421854,107
0.09071541112966457,123
0.08997446150804009,118
0.0914760515110464,119
0.0936015420904145,126
0.09635957621822157,141
0.09312819089921691,124
0.08910627789768265,109
0.08674582593183928,118
0.0858438339314434,102
0.08703272443791706,108
